cohort_id,time,time_index,age,centroid_key,development_type,diet_type,functional_group,individuals,is_alive,is_mature,largest_mass_achieved,location_status,mass_carbon,mass_nitrogen,mass_phosphorus,occupancy_proportion,reproductive_mass_carbon,reproductive_mass_nitrogen,reproductive_mass_phosphorus,territory,territory_size,time_since_maturity,time_to_maturity
d77bcd2d-b63d-483a-bbd7-5e284a38e8ee,2013-01-01,0,0.00000,23,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[23, 14, 32, 22, 24, 5, 13]",55609.19461,0.00000,0.00000
c947dd5c-9e95-4247-b726-2d8a1603a0c2,2013-01-01,0,0.00000,15,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[15, 6, 24, 14, 16, 5, 7]",55609.19461,0.00000,0.00000
cd427d13-56d7-4013-8107-112633d6642e,2013-01-01,0,0.00000,31,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[31, 22, 40, 30, 32, 13, 21]",55609.19461,0.00000,0.00000
35cd757a-9061-4651-82a9-42f6b755e0ce,2013-01-01,0,0.00000,59,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[59, 50, 68, 58, 60, 41, 49]",55609.19461,0.00000,0.00000
bc0932a3-ab8f-45b9-8465-cd1615a3bf9d,2013-01-01,0,0.00000,26,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[26, 17, 35, 25, 8, 16, 44]",55609.19461,0.00000,0.00000
9851e77b-28de-4fa3-8111-4088b96bc981,2013-01-01,0,0.00000,64,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[64, 55, 73, 63, 65, 46, 54]",55609.19461,0.00000,0.00000
41077e09-a6b1-4d02-b83a-9b35035577f2,2013-01-01,0,0.00000,20,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[20, 11, 29, 19, 21, 2, 10]",55609.19461,0.00000,0.00000
a7ab17de-78a0-4814-87c4-b8660eeff7b8,2013-01-01,0,0.00000,46,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[46, 37, 55, 45, 47, 28, 36]",55609.19461,0.00000,0.00000
0440f287-745a-4cdc-a867-fbfb7bfdf5d0,2013-01-01,0,0.00000,60,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[60, 51, 69, 59, 61, 42, 50]",55609.19461,0.00000,0.00000
9bba9814-6856-4515-b14f-7c8d62a264d8,2013-01-01,0,0.00000,47,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[47, 38, 56, 46, 48, 29, 37]",55609.19461,0.00000,0.00000
cdd622b9-2d16-4e87-93b1-43b549c4d5f6,2013-01-01,0,0.00000,75,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[75, 66, 74, 76, 57, 65, 67]",55609.19461,0.00000,0.00000
e83c9e0c-46ad-4166-881a-814ff352fab3,2013-01-01,0,0.00000,10,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[10, 1, 19, 9, 11, 0, 2]",55609.19461,0.00000,0.00000
9b57aefe-6a70-4add-8530-7dba7fe96dc8,2013-01-01,0,0.00000,36,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[36, 27, 45, 37, 18, 28, 54]",55609.19461,0.00000,0.00000
01de58cc-b7d3-4856-a1af-edf7fc7365a3,2013-01-01,0,0.00000,73,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[73, 64, 72, 74, 55, 63, 65]",55609.19461,0.00000,0.00000
5df0f22f-369e-4ef5-ba09-603e99ba0785,2013-01-01,0,0.00000,37,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[37, 28, 46, 36, 38, 19, 27]",55609.19461,0.00000,0.00000
a218a0c7-8dfe-46aa-bdba-c63b65d648c2,2013-01-01,0,0.00000,80,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[80, 71, 79, 62, 70, 78, 53]",55609.19461,0.00000,0.00000
293ff211-c46a-43a7-bd9f-4a512cd318e7,2013-01-01,0,0.00000,76,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,154,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[76, 67, 75, 77, 58, 66, 68]",55609.19461,0.00000,0.00000
751f59e3-a717-41b3-a8b3-663e31d4474b,2013-01-01,0,0.00000,42,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[42, 33, 51, 41, 43, 24, 32]",55609.19461,0.00000,0.00000
4bfa3137-11c9-4468-ba0a-317908c81997,2013-01-01,0,0.00000,17,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[17, 8, 26, 16, 7, 35, 25]",55609.19461,0.00000,0.00000
006eeacc-69e5-47e6-80bb-16b68cf83bd3,2013-01-01,0,0.00000,55,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[55, 46, 64, 54, 56, 37, 45]",55609.19461,0.00000,0.00000
1ec36769-67e2-42be-b66c-85a47ae44fe9,2013-01-01,0,0.00000,53,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[53, 44, 62, 52, 35, 43, 71]",55609.19461,0.00000,0.00000
22a02ab2-bd59-4b49-b602-914eec148136,2013-01-01,0,0.00000,3,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[3, 12, 2, 4, 21, 11, 13]",55609.19461,0.00000,0.00000
c22b0e4e-0636-42e7-9e7a-8cc8960c77bf,2013-01-01,0,0.00000,45,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[45, 36, 54, 46, 27, 37, 63]",55609.19461,0.00000,0.00000
d3567821-7414-4888-ad80-4897caad86fd,2013-01-01,0,0.00000,34,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[34, 25, 43, 33, 35, 16, 24]",55609.19461,0.00000,0.00000
e251d078-4ca8-4ac5-8033-76a39b0d394f,2013-01-01,0,0.00000,0,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[0, 9, 1, 18, 10, 2, 27]",55609.19461,0.00000,0.00000
1f97469c-3a4f-4b86-81e1-de260b16dded,2013-01-01,0,0.00000,32,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[32, 23, 41, 31, 33, 14, 22]",55609.19461,0.00000,0.00000
913c1260-c0b2-497d-a0f4-cb347e0e367f,2013-01-01,0,0.00000,8,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[8, 17, 7, 26, 16, 6, 35]",55609.19461,0.00000,0.00000
b1e454a1-f539-4af5-8f24-8b2c75e42f39,2013-01-01,0,0.00000,13,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[13, 4, 22, 12, 14, 3, 5]",55609.19461,0.00000,0.00000
03402872-b87c-48c2-91e9-d4ab82cec536,2013-01-01,0,0.00000,21,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[21, 12, 30, 20, 22, 3, 11]",55609.19461,0.00000,0.00000
44199a26-7cde-426a-8cdf-1b185005208a,2013-01-01,0,0.00000,33,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[33, 24, 42, 32, 34, 15, 23]",55609.19461,0.00000,0.00000
36ede006-fa08-46a1-924f-41ffc515bf99,2013-01-01,0,0.00000,9,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[9, 0, 18, 10, 1, 27, 19]",55609.19461,0.00000,0.00000
b339a258-b13d-47f5-9ecd-24dd7d0fbf07,2013-01-01,0,0.00000,52,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[52, 43, 61, 51, 53, 34, 42]",55609.19461,0.00000,0.00000
ce636fbf-67a7-4988-a71a-796cefb5b5ad,2013-01-01,0,0.00000,63,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[63, 54, 72, 64, 45, 55, 73]",55609.19461,0.00000,0.00000
92e18f23-631b-4232-8a60-ecb93f4a5a46,2013-01-01,0,0.00000,29,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[29, 20, 38, 28, 30, 11, 19]",55609.19461,0.00000,0.00000
1531723b-7b8b-4aa0-9fe9-06da80569668,2013-01-01,0,0.00000,12,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[12, 3, 21, 11, 13, 2, 4]",55609.19461,0.00000,0.00000
d78ea27a-102b-45de-922a-36c964ae202c,2013-01-01,0,0.00000,7,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[7, 16, 6, 8, 25, 15, 17]",55609.19461,0.00000,0.00000
b896132e-df64-468a-9a3a-a0853f5de447,2013-01-01,0,0.00000,74,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[74, 65, 73, 75, 56, 64, 66]",55609.19461,0.00000,0.00000
4607912d-3e75-483e-bd25-105d2d4d95a3,2013-01-01,0,0.00000,70,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[70, 61, 79, 69, 71, 52, 60]",55609.19461,0.00000,0.00000
041e4ffa-7721-41e2-b150-fefa07ed4d7b,2013-01-01,0,0.00000,79,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[79, 70, 78, 80, 61, 69, 71]",55609.19461,0.00000,0.00000
58dcd58f-2781-4ac1-9ce1-c47b004d047b,2013-01-01,0,0.00000,58,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[58, 49, 67, 57, 59, 40, 48]",55609.19461,0.00000,0.00000
7e0c65bc-a84b-4d73-ae79-3a94a33ae64d,2013-01-01,0,0.00000,14,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[14, 5, 23, 13, 15, 4, 6]",55609.19461,0.00000,0.00000
fc3b8ef3-e477-434a-9b8b-e6ed668cf6cf,2013-01-01,0,0.00000,71,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[71, 62, 80, 70, 53, 61, 79]",55609.19461,0.00000,0.00000
a65c0d6f-8e8d-4b1b-87f8-07ee2f184cb2,2013-01-01,0,0.00000,2,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[2, 11, 1, 3, 20, 10, 12]",55609.19461,0.00000,0.00000
0737f73c-344b-43b0-abc2-2c1382bfa2e8,2013-01-01,0,0.00000,72,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[72, 63, 73, 54, 64, 74, 45]",55609.19461,0.00000,0.00000
9a333cab-03b1-40ca-a7cf-abd07393fb6c,2013-01-01,0,0.00000,35,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[35, 26, 44, 34, 17, 25, 53]",55609.19461,0.00000,0.00000
15f19d95-695b-4758-aa92-5b0686a4b733,2013-01-01,0,0.00000,19,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[19, 10, 28, 18, 20, 1, 9]",55609.19461,0.00000,0.00000
2b68f672-899d-4b72-9109-408fcdafb31f,2013-01-01,0,0.00000,11,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[11, 2, 20, 10, 12, 1, 3]",55609.19461,0.00000,0.00000
e5352acd-2cda-40cf-839a-b0965a6ae850,2013-01-01,0,0.00000,68,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[68, 59, 77, 67, 69, 50, 58]",55609.19461,0.00000,0.00000
389ea851-ecd2-4691-97d5-54d625e75521,2013-01-01,0,0.00000,30,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[30, 21, 39, 29, 31, 12, 20]",55609.19461,0.00000,0.00000
1ab2bf44-012a-4f0d-95bf-a23b21908a6c,2013-01-01,0,0.00000,61,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[61, 52, 70, 60, 62, 43, 51]",55609.19461,0.00000,0.00000
004a2c48-6024-4adf-a20e-e835ec432db9,2013-01-01,0,0.00000,4,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[4, 13, 3, 5, 22, 12, 14]",55609.19461,0.00000,0.00000
5a2fc13a-ba23-4fb0-a92a-925cae344286,2013-01-01,0,0.00000,39,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[39, 30, 48, 38, 40, 21, 29]",55609.19461,0.00000,0.00000
a6ec36a9-f5ed-4bc9-a5d1-f30b73db621b,2013-01-01,0,0.00000,54,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[54, 45, 63, 55, 36, 46, 72]",55609.19461,0.00000,0.00000
d85d593b-5f75-4002-a577-2ab1d8abd316,2013-01-01,0,0.00000,67,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[67, 58, 76, 66, 68, 49, 57]",55609.19461,0.00000,0.00000
340a48a1-9df3-4bcc-85c9-40d06e27205f,2013-01-01,0,0.00000,48,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[48, 39, 57, 47, 49, 30, 38]",55609.19461,0.00000,0.00000
8fa9d595-047f-4e43-80ce-eef445c7e9a9,2013-01-01,0,0.00000,18,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[18, 9, 27, 19, 0, 10, 36]",55609.19461,0.00000,0.00000
469b7032-9638-4ef2-bf40-17dffbdfffab,2013-01-01,0,0.00000,5,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[5, 14, 4, 6, 23, 13, 15]",55609.19461,0.00000,0.00000
2662d2f6-6aac-4473-a90b-370dd8e354c7,2013-01-01,0,0.00000,40,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[40, 31, 49, 39, 41, 22, 30]",55609.19461,0.00000,0.00000
8a247380-ff9c-4e57-bd58-883a99842101,2013-01-01,0,0.00000,66,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[66, 57, 75, 65, 67, 48, 56]",55609.19461,0.00000,0.00000
69753a6f-b11c-491d-b6d6-2f13c2939a75,2013-01-01,0,0.00000,25,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[25, 16, 34, 24, 26, 7, 15]",55609.19461,0.00000,0.00000
b9b52bc0-62b5-4723-b97a-4cf5073af082,2013-01-01,0,0.00000,41,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[41, 32, 50, 40, 42, 23, 31]",55609.19461,0.00000,0.00000
acefd93c-21a6-4635-b208-09ac3bbc4ebf,2013-01-01,0,0.00000,22,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[22, 13, 31, 21, 23, 4, 12]",55609.19461,0.00000,0.00000
e6bf1faa-43e0-49c9-a823-0d7db3a0f35a,2013-01-01,0,0.00000,16,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[16, 7, 25, 15, 17, 6, 8]",55609.19461,0.00000,0.00000
36b2b0e9-db22-4b0e-9f2f-a7e68b92e09e,2013-01-01,0,0.00000,6,DevelopmentType.DIRECT,DietType.INVERTEBRATES|CARCASSES|VERTEBRATES,carnivorous_bird,153,True,False,1.00000,active,0.40000,0.30000,0.30000,0.14286,0.00000,0.00000,0.00000,"[6, 15, 5, 7, 24, 14, 16]",55609.19461,0.00000,0.00000
